"type","country","total_amount","year"
"08章 食用水果及坚果；甜瓜等水果的果皮","西班牙",17297000,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","奥地利",4761.96,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","芬兰",7727.02,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","瑞典",1180200,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","罗马尼亚",7714000,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","瑞士",7000,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","俄罗斯",317646000,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","乌克兰",5602800,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","阿根廷",319200,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","巴西",6788600,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","智 利",4825800,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","加拿大",56326200,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","美国",210865200,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","澳大利亚",48249600,"2024"
"08章 食用水果及坚果；甜瓜等水果的果皮","新西兰",8919400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","缅甸",3459400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","中国香港",53727800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","印度",16581600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","印度尼西亚",29198400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","伊朗",16861712.84,"2024"
"09章 咖啡、茶、马黛茶及调味香料","日本",161152600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","中国澳门",1905965.46,"2024"
"09章 咖啡、茶、马黛茶及调味香料","马来西亚",193100600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","阿曼",4982967.08,"2024"
"09章 咖啡、茶、马黛茶及调味香料","巴基斯坦",58937200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","菲律宾",14089600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","沙特阿拉伯",45198832.42,"2024"
"09章 咖啡、茶、马黛茶及调味香料","新加坡",17060400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","韩国",66330600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","泰国",66845800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","土耳其",14858200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","阿拉伯联合酋长国",86072000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","越南",124276600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","中国台湾",18433800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","哈萨克斯坦",4681600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","南非",17690400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","欧洲联盟",508741800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","比利时",27749400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","丹麦",499800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","英国",55358800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","德国",93982000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","法国",30268000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","意大利",15839600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","荷兰",133901600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","西班牙",157022600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","奥地利",63895.72,"2024"
"09章 咖啡、茶、马黛茶及调味香料","芬兰",187421.36,"2024"
"09章 咖啡、茶、马黛茶及调味香料","瑞典",3724000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","罗马尼亚",5303200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","瑞士",3318000,"2024"
"09章 咖啡、茶、马黛茶及调味香料","俄罗斯",77701400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","乌克兰",5450200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","阿根廷",4258800,"2024"
"09章 咖啡、茶、马黛茶及调味香料","巴西",7866600,"2024"
"09章 咖啡、茶、马黛茶及调味香料","智 利",3371200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","加拿大",36520400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","美国",230892200,"2024"
"09章 咖啡、茶、马黛茶及调味香料","澳大利亚",11355400,"2024"
"09章 咖啡、茶、马黛茶及调味香料","新西兰",1337000,"2024"
"10章 谷物","缅甸",0,"2024"
"10章 谷物","中国香港",12481000,"2024"
"10章 谷物","印度",0,"2024"
"10章 谷物","印度尼西亚",760200,"2024"
"10章 谷物","伊朗",207200,"2024"
"10章 谷物","日本",26825400,"2024"
"10章 谷物","中国澳门",1230600,"2024"
"10章 谷物","马来西亚",301000,"2024"
"10章 谷物","阿曼",0,"2024"
"10章 谷物","巴基斯坦",44877000,"2024"
"10章 谷物","菲律宾",56551600,"2024"
"10章 谷物","沙特阿拉伯",22400,"2024"
"10章 谷物","新加坡",110600,"2024"
"10章 谷物","韩国",108815000,"2024"
"10章 谷物","泰国",509600,"2024"
"10章 谷物","土耳其",17054800,"2024"
"10章 谷物","阿拉伯联合酋长国",16800,"2024"
"10章 谷物","越南",7530600,"2024"
"10章 谷物","中国台湾",1125600,"2024"
"10章 谷物","哈萨克斯坦",210000,"2024"
"10章 谷物","南非",4200,"2024"
"10章 谷物","欧洲联盟",12395600,"2024"
"10章 谷物","比利时",151200,"2024"
"10章 谷物","丹麦",8400,"2024"
"10章 谷物","英国",354200,"2024"
"10章 谷物","德国",1506400,"2024"
"10章 谷物","法国",169400,"2024"
"10章 谷物","意大利",221200,"2024"
"10章 谷物","荷兰",337400,"2024"
"10章 谷物","西班牙",232400,"2024"
"10章 谷物","奥地利",0,"2024"
"10章 谷物","芬兰",1400,"2024"
"10章 谷物","瑞典",8400,"2024"
"10章 谷物","罗马尼亚",0,"2024"
"10章 谷物","瑞士",0,"2024"
"10章 谷物","俄罗斯",10288600,"2024"
"10章 谷物","乌克兰",1400,"2024"
"10章 谷物","阿根廷",0,"2024"
"10章 谷物","巴西",30800,"2024"
"10章 谷物","智 利",67200,"2024"
"10章 谷物","加拿大",211400,"2024"
"10章 谷物","美国",834400,"2024"
"10章 谷物","澳大利亚",259000,"2024"
"10章 谷物","新西兰",154000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","缅甸",26175800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","中国香港",41818000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","印度",14606200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","印度尼西亚",5667200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","伊朗",2800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","日本",32816000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","中国澳门",3607800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","马来西亚",13442800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","阿曼",43671.6,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","巴基斯坦",2490600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","菲律宾",18156600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","沙特阿拉伯",6409200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","新加坡",4718000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","韩国",45921400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","泰国",106069600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","土耳其",257600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","阿拉伯联合酋长国",1365000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","越南",36085000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","中国台湾",17046400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","哈萨克斯坦",68600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","南非",6860000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","欧洲联盟",120769600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","比利时",46200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","丹麦",16800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","英国",985600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","德国",1300600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","法国",162400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","意大利",148400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","荷兰",118125000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","西班牙",221200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","奥地利",8728.58,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","芬兰",0,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","瑞典",11200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","罗马尼亚",9800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","瑞士",960400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","俄罗斯",2377200,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","乌克兰",0,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","阿根廷",350000,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","巴西",3592400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","智 利",15839600,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","加拿大",2690800,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","美国",16150400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","澳大利亚",23094400,"2024"
"11章 制粉工业产品；麦芽；淀粉等；","新西兰",3231200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","缅甸",10334800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","中国香港",117054000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","印度",31409000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","印度尼西亚",13766200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","伊朗",137391800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","日本",342087200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","中国澳门",2486400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","马来西亚",57366400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","阿曼",444660.02,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","巴基斯坦",11022200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","菲律宾",13442800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","沙特阿拉伯",30765000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","新加坡",23443000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","韩国",256837000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","泰国",63266000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","土耳其",51704800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","阿拉伯联合酋长国",44329600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","越南",169930600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","中国台湾",149163000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","哈萨克斯坦",23170000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","南非",2759400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","欧洲联盟",392348600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","比利时",4156600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","丹麦",2945600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","英国",39365200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","德国",83494600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","法国",19114200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","意大利",21361200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","荷兰",82623800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","西班牙",104493200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","奥地利",86800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","芬兰",928200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","瑞典",4565400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","罗马尼亚",3785600,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","瑞士",407400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","俄罗斯",91617400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","乌克兰",1177400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","阿根廷",743400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","巴西",9892400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","智 利",5091800,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","加拿大",57303400,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","美国",131509000,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","澳大利亚",23538200,"2024"
"12章 油籽；子仁；工业或药用植物；饲料","新西兰",6109600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","缅甸",920916.5,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国香港",95148200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","印度",52341800,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","印度尼西亚",28782600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","伊朗",5109783.98,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","日本",185042200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国澳门",148782.62,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","马来西亚",29033200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","阿曼",17127.6,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","巴基斯坦",8646400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","菲律宾",24179400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","沙特阿拉伯",1502042.92,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","新加坡",7488600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","韩国",58261000,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","泰国",56140000,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","土耳其",19419400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","阿拉伯联合酋长国",4992400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","越南",26195400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国台湾",26441800,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","哈萨克斯坦",816200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","南非",4609701.88,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","欧洲联盟",378910000,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","比利时",10946600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","丹麦",15377600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","英国",24791200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","德国",71498000,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","法国",20211800,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","意大利",50152200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","荷兰",46404400,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","西班牙",109778200,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","奥地利",865120.76,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","芬兰",15585.08,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","瑞典",891800,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","罗马尼亚",5269600,"2024"
"13章 虫胶；树胶、树脂及其他植物液、汁","瑞士",2336600,"2024"
